customer_id,login_count,calculator_use_count_30d,calculator_use_count_total,product_page_view_count_30d,product_page_view_count_total,customer_care_chat_count,sms_click_count,preferred_product,product_view_concentration,days_since_last_intent_event,avg_session_duration,age,occupation_type,city_tier,existing_loan_count,residence_type,relationship_tenure_years,bureau_score_proxy
CUST001502,83,7,7,5,5,0,0,auto,1.0,2,188.44210526315788,30,salaried,tier2,1,rented,1.9,545
CUST001503,103,15,15,7,7,3,0,personal,1.0,1,200.2421875,45,salaried,tier2,0,owned,1.2,571
CUST001504,86,1,1,1,1,0,0,auto,1.0,11,169.92045454545453,37,salaried,tier3,0,rented,9.5,483
CUST001505,104,8,8,10,10,2,3,auto,1.0,999,173.7244094488189,33,business_owner,metro,1,owned,9.8,625
CUST001506,94,6,6,5,5,2,1,home,1.0,999,195.7685185185185,38,self_employed,metro,2,rented,0.5,621
CUST001507,85,11,11,8,8,0,0,personal,1.0,2,179.48076923076923,21,salaried,tier3,0,rented,1.6,769
CUST001508,85,7,7,7,7,0,3,mortgage,1.0,999,177.7156862745098,34,salaried,metro,2,rented,1.1,708
CUST001509,78,8,8,6,6,1,2,auto,1.0,999,183.83157894736843,50,self_employed,tier2,1,owned,7.0,565
CUST001510,83,1,1,0,0,0,0,auto,1.0,4,160.5595238095238,36,self_employed,tier2,1,rented,9.1,621
CUST001511,88,6,6,4,4,2,0,personal,1.0,999,166.35,35,salaried,tier2,0,owned,1.6,874
CUST001512,76,7,7,8,8,2,1,auto,1.0,1,180.20212765957447,39,business_owner,metro,0,rented,1.4,572
CUST001513,86,9,9,9,9,1,3,mortgage,1.0,1,212.34259259259258,42,salaried,metro,0,rented,9.1,729
CUST001514,90,13,13,10,10,0,2,personal,1.0,999,196.8608695652174,21,self_employed,tier2,0,rented,1.1,593
CUST001515,87,9,9,6,6,1,1,home,1.0,2,193.875,21,salaried,tier2,0,rented,0.9,564
CUST001516,80,4,4,1,1,1,0,auto,1.0,3,155.56976744186048,36,salaried,tier3,1,rented,5.7,606
CUST001517,77,2,2,0,0,0,0,auto,1.0,1,148.48101265822785,29,self_employed,tier2,1,owned,0.3,812
CUST001518,95,3,3,3,3,0,0,home,1.0,999,157.41584158415841,45,self_employed,tier3,1,rented,2.6,547
CUST001519,80,5,5,3,3,1,0,auto,1.0,999,162.23595505617976,32,salaried,tier3,0,rented,0.2,714
CUST001520,109,10,10,7,7,1,1,mortgage,1.0,2,190.4375,21,salaried,tier2,1,rented,1.9,764
CUST001521,87,2,2,5,5,0,1,mortgage,1.0,2,171.8,24,self_employed,metro,0,rented,0.3,630
CUST001522,86,10,10,8,8,0,0,auto,1.0,3,189.1153846153846,21,salaried,tier2,0,rented,3.3,769
CUST001523,83,4,4,3,3,1,1,mortgage,1.0,999,144.79347826086956,33,salaried,tier2,0,owned,6.9,730
CUST001524,81,7,7,2,2,1,1,auto,1.0,1,170.27173913043478,33,self_employed,tier2,0,rented,1.5,607
CUST001525,81,4,4,5,5,3,1,home,1.0,6,181.06382978723406,31,salaried,metro,1,owned,0.2,544
CUST001526,91,19,19,11,11,0,1,home,1.0,999,199.01639344262296,43,salaried,tier2,0,rented,0.4,641
CUST001527,62,1,1,1,1,0,0,auto,1.0,3,169.3125,44,salaried,metro,0,rented,1.0,664
CUST001528,105,8,8,11,11,2,2,personal,1.0,1,178.53125,33,business_owner,metro,0,rented,0.5,646
CUST001529,79,6,6,2,2,0,0,home,1.0,3,172.68965517241378,21,salaried,tier3,0,rented,1.7,730
CUST001530,92,5,5,6,6,2,2,personal,1.0,2,174.80373831775702,39,self_employed,tier2,0,rented,0.4,585
CUST001531,83,7,7,9,9,1,2,auto,1.0,1,195.7058823529412,39,business_owner,tier2,0,owned,1.7,597
CUST001532,92,7,7,5,5,2,4,home,1.0,1,182.8909090909091,37,self_employed,tier2,1,owned,4.6,680
CUST001533,87,11,11,7,7,3,1,personal,1.0,1,193.6880733944954,42,salaried,tier2,0,rented,13.9,700
CUST001534,109,12,12,11,11,1,7,mortgage,1.0,1,193.39285714285714,25,salaried,metro,1,rented,1.8,773
CUST001535,74,3,3,1,1,0,1,auto,1.0,10,176.0,51,salaried,tier2,0,rented,1.3,720
CUST001536,102,15,15,8,8,2,2,home,1.0,999,206.34108527131784,27,salaried,metro,2,rented,5.1,693
CUST001537,84,10,10,15,15,0,0,home,1.0,999,193.3302752293578,40,business_owner,tier2,0,owned,5.5,623
CUST001538,87,3,3,5,5,0,0,home,1.0,999,174.9578947368421,21,self_employed,metro,1,owned,0.0,624
CUST001539,92,11,11,9,9,0,2,home,1.0,999,193.2017543859649,27,salaried,tier3,1,owned,7.4,597
CUST001540,87,2,2,5,5,0,1,personal,1.0,1,158.26315789473685,47,salaried,tier3,0,rented,4.5,696
CUST001541,86,14,14,5,5,1,0,auto,1.0,999,190.20754716981133,32,business_owner,tier2,0,rented,3.2,668
CUST001542,103,14,14,11,11,1,0,auto,1.0,2,175.8372093023256,41,salaried,metro,2,owned,5.5,688
CUST001543,55,3,3,2,2,0,1,auto,1.0,14,154.327868852459,36,self_employed,metro,0,owned,1.8,661
CUST001544,84,9,9,7,7,1,2,mortgage,1.0,999,179.09708737864077,34,salaried,tier2,2,owned,9.4,651
CUST001545,81,2,2,3,3,1,3,auto,1.0,2,162.37777777777777,45,self_employed,tier2,0,owned,1.0,804
CUST001546,68,8,8,2,2,1,1,personal,1.0,1,176.475,33,self_employed,tier2,0,rented,0.1,654
CUST001547,87,14,14,7,7,1,1,auto,1.0,999,195.3909090909091,21,salaried,tier3,1,rented,5.3,732
CUST001548,82,3,3,2,2,0,0,personal,1.0,999,158.32183908045977,28,salaried,tier2,0,rented,7.4,722
CUST001549,74,2,2,6,6,1,1,mortgage,1.0,9,184.91666666666666,39,self_employed,tier2,1,owned,6.5,664
CUST001550,104,15,15,10,10,0,0,mortgage,1.0,2,182.89147286821705,38,salaried,tier2,0,owned,0.1,728
CUST001551,81,16,16,10,10,2,0,home,1.0,5,197.0091743119266,22,salaried,tier2,1,rented,7.5,656
CUST001552,75,2,2,8,8,0,0,personal,1.0,2,190.41176470588235,29,salaried,tier2,0,rented,0.4,567
CUST001553,101,10,10,7,7,1,1,auto,1.0,1,188.71666666666667,30,salaried,tier3,0,owned,4.7,627
CUST001554,79,10,10,3,3,1,1,personal,1.0,999,168.61702127659575,32,self_employed,metro,0,owned,3.5,784
CUST001555,84,4,4,2,2,3,1,personal,1.0,6,168.3404255319149,23,salaried,metro,1,rented,0.1,760
CUST001556,98,12,12,7,7,1,0,personal,1.0,999,189.73728813559322,29,salaried,metro,1,rented,0.9,653
CUST001557,104,5,5,6,6,2,0,auto,1.0,999,183.14529914529913,29,business_owner,tier3,0,rented,1.5,740
CUST001558,73,3,3,6,6,0,0,personal,1.0,999,182.85365853658536,41,salaried,tier2,0,owned,0.4,699
CUST001559,99,5,5,4,4,1,0,personal,1.0,2,186.62385321100916,41,salaried,metro,0,owned,0.0,811
CUST001560,79,3,3,0,0,2,1,home,1.0,2,175.41176470588235,33,self_employed,tier2,2,owned,5.5,668
CUST001561,97,9,9,12,12,0,3,personal,1.0,999,192.44628099173553,31,business_owner,tier2,1,rented,0.3,650
CUST001562,90,4,4,7,7,2,1,auto,1.0,1,155.9903846153846,36,salaried,tier3,1,owned,4.0,608
CUST001563,89,4,4,7,7,1,2,personal,1.0,2,194.85436893203882,28,self_employed,tier3,3,owned,1.2,667
CUST001564,75,12,12,4,4,1,0,home,1.0,1,183.95652173913044,25,salaried,tier3,2,rented,3.2,408
CUST001565,84,9,9,4,4,0,3,mortgage,1.0,999,183.1,27,salaried,tier3,0,rented,3.9,653
CUST001566,86,2,2,2,2,1,1,personal,1.0,1,180.97826086956522,29,business_owner,metro,2,rented,0.1,695
CUST001567,82,2,2,8,8,2,0,personal,1.0,3,188.9787234042553,25,business_owner,metro,0,rented,1.7,832
CUST001568,90,9,9,2,2,2,0,auto,1.0,1,167.88349514563106,36,salaried,tier2,0,owned,2.9,673
CUST001569,113,11,11,9,9,0,3,auto,1.0,1,179.5514705882353,40,salaried,tier2,0,owned,0.5,647
CUST001570,75,3,3,3,3,0,1,auto,1.0,2,166.28048780487805,22,salaried,metro,1,owned,2.1,606
CUST001571,90,8,8,7,7,4,2,home,1.0,999,173.92792792792793,35,salaried,tier2,1,owned,6.1,612
CUST001572,95,8,8,7,7,0,2,personal,1.0,999,194.44642857142858,33,business_owner,metro,1,rented,2.0,536
CUST001573,86,7,7,11,11,0,1,auto,1.0,999,172.52380952380952,37,self_employed,metro,1,owned,0.4,632
CUST001574,70,4,4,2,2,0,0,personal,1.0,8,180.23684210526315,34,salaried,metro,0,owned,1.2,569
CUST001575,84,4,4,5,5,0,1,auto,1.0,3,186.01063829787233,23,salaried,tier3,0,rented,3.4,601
CUST001576,88,9,9,6,6,0,1,home,1.0,1,178.875,24,salaried,tier2,2,rented,10.8,611
CUST001577,99,1,1,2,2,2,1,home,1.0,3,162.44761904761904,35,salaried,tier2,0,rented,1.1,684
CUST001578,67,3,3,1,1,0,0,home,1.0,999,168.50704225352112,43,self_employed,tier3,1,owned,5.0,531
CUST001579,65,3,3,4,4,0,2,home,1.0,6,185.47297297297297,21,salaried,tier3,1,rented,1.3,649
CUST001580,96,2,2,7,7,3,1,personal,1.0,999,190.11926605504587,37,salaried,metro,1,owned,7.2,741
CUST001581,66,2,2,3,3,0,0,mortgage,1.0,4,177.19718309859155,44,self_employed,tier3,1,rented,2.0,780
CUST001582,87,6,6,7,7,0,1,mortgage,1.0,1,160.32673267326732,33,business_owner,metro,0,rented,2.9,648
CUST001583,82,5,5,4,4,3,1,personal,1.0,999,172.66315789473686,39,salaried,tier2,0,rented,0.2,852
CUST001584,95,25,25,13,13,3,2,personal,1.0,999,201.15942028985506,29,salaried,metro,0,rented,4.1,743
CUST001585,87,9,9,11,11,2,2,home,1.0,6,198.3063063063063,34,salaried,tier2,3,rented,6.0,685
CUST001586,91,9,9,9,9,0,2,mortgage,1.0,1,180.82882882882882,22,salaried,tier2,0,rented,3.5,741
CUST001587,82,4,4,8,8,0,0,personal,1.0,999,176.72340425531914,21,salaried,metro,1,rented,2.0,634
CUST001588,90,7,7,12,12,2,0,auto,1.0,999,183.45945945945945,42,self_employed,tier2,1,rented,0.0,560
CUST001589,88,6,6,5,5,0,0,home,1.0,1,172.72727272727272,27,salaried,tier2,0,rented,0.0,738
CUST001590,99,8,8,9,9,2,3,auto,1.0,1,170.1487603305785,31,salaried,tier2,2,rented,11.1,727
CUST001591,75,4,4,1,1,1,1,mortgage,1.0,4,159.9390243902439,23,business_owner,metro,0,owned,1.6,773
CUST001592,106,10,10,9,9,1,1,mortgage,1.0,2,192.5275590551181,23,salaried,metro,0,rented,0.7,746
CUST001593,86,5,5,1,1,0,0,mortgage,1.0,8,167.54347826086956,33,self_employed,metro,1,rented,3.0,810
CUST001594,82,0,0,0,0,0,0,none,0.0,999,167.890243902439,29,self_employed,tier3,1,owned,5.8,549
CUST001595,95,2,2,2,2,0,1,auto,1.0,1,169.53,38,self_employed,tier3,0,owned,6.4,648
CUST001596,107,6,6,13,13,1,1,auto,1.0,999,180.578125,38,self_employed,metro,0,owned,9.2,654
CUST001597,74,4,4,7,7,0,3,personal,1.0,1,170.8409090909091,37,self_employed,tier2,0,owned,3.0,785
CUST001598,108,19,19,15,15,0,3,mortgage,1.0,4,195.49655172413793,36,self_employed,tier2,0,owned,1.3,688
CUST001599,68,1,1,4,4,0,1,mortgage,1.0,15,162.48648648648648,47,salaried,tier3,1,owned,1.8,785
CUST001600,68,3,3,1,1,0,1,auto,1.0,4,184.3013698630137,26,salaried,metro,0,rented,1.4,705
CUST001601,79,11,11,8,8,2,1,home,1.0,999,193.87128712871288,34,salaried,tier2,1,owned,3.7,628
CUST001602,73,4,4,6,6,1,1,personal,1.0,8,179.27058823529413,44,salaried,tier2,0,owned,1.3,741
CUST001603,96,10,10,5,5,2,2,auto,1.0,4,182.33913043478262,45,salaried,metro,1,owned,5.0,678
CUST001604,69,1,1,3,3,0,1,auto,1.0,2,165.90540540540542,23,salaried,metro,0,rented,0.7,715
CUST001605,65,2,2,5,5,0,0,mortgage,1.0,999,188.65277777777777,32,salaried,metro,0,rented,6.4,738
CUST001606,93,10,10,15,15,0,1,mortgage,1.0,999,184.76470588235293,45,salaried,tier2,0,owned,1.5,719
CUST001607,80,10,10,5,5,2,0,auto,1.0,1,198.340206185567,39,salaried,tier2,0,rented,1.7,743
CUST001608,68,7,7,10,10,2,2,mortgage,1.0,999,205.26966292134833,36,self_employed,tier2,1,owned,13.0,684
CUST001609,92,5,5,5,5,2,1,personal,1.0,2,173.9047619047619,33,salaried,metro,1,owned,1.2,695
CUST001610,87,7,7,11,11,1,0,home,1.0,2,199.93396226415095,31,self_employed,tier3,0,rented,1.3,589
CUST001611,82,11,11,5,5,0,0,mortgage,1.0,999,190.53061224489795,37,salaried,metro,0,owned,3.2,743
CUST001612,66,3,3,6,6,2,1,mortgage,1.0,2,182.33333333333334,32,business_owner,tier3,0,owned,3.9,809
CUST001613,70,2,2,1,1,0,0,home,1.0,2,169.23287671232876,34,self_employed,metro,0,owned,3.4,467
CUST001614,97,4,4,6,6,4,1,personal,1.0,1,201.19642857142858,35,salaried,tier3,1,rented,2.0,637
CUST001615,82,9,9,10,10,0,0,mortgage,1.0,999,179.2871287128713,29,business_owner,tier3,0,rented,6.9,666
CUST001616,73,6,6,5,5,0,1,personal,1.0,2,187.72941176470587,39,salaried,tier3,0,rented,4.0,638
CUST001617,87,7,7,4,4,0,0,auto,1.0,4,177.51020408163265,58,salaried,tier3,1,owned,0.5,711
CUST001618,100,4,4,8,8,0,0,personal,1.0,2,188.375,21,self_employed,metro,0,owned,0.4,652
CUST001619,78,7,7,5,5,3,1,personal,1.0,3,169.68085106382978,37,salaried,tier2,0,owned,7.0,690
CUST001620,76,1,1,1,1,0,0,home,1.0,999,161.3846153846154,28,salaried,tier2,1,rented,4.3,647
CUST001621,86,6,6,4,4,0,1,auto,1.0,2,175.8659793814433,39,salaried,tier2,0,owned,7.1,815
CUST001622,86,5,5,5,5,0,2,mortgage,1.0,11,176.1122448979592,35,salaried,tier3,2,owned,0.8,609
CUST001623,74,1,1,0,0,1,0,auto,1.0,27,161.02631578947367,41,salaried,metro,1,owned,1.8,586
CUST001624,82,11,11,9,9,3,0,home,1.0,1,187.5047619047619,44,salaried,tier2,2,owned,5.9,686
CUST001625,106,11,11,12,12,2,2,auto,1.0,999,179.3609022556391,36,salaried,tier3,0,owned,4.1,604
CUST001626,72,6,6,4,4,1,1,auto,1.0,3,184.23809523809524,44,self_employed,metro,0,rented,4.2,676
CUST001627,77,8,8,9,9,1,1,personal,1.0,1,181.79166666666666,21,salaried,metro,0,owned,0.9,803
CUST001628,80,3,3,2,2,1,0,mortgage,1.0,6,170.53488372093022,47,salaried,metro,0,rented,4.1,650
CUST001629,78,1,1,1,1,0,0,home,1.0,2,174.725,38,self_employed,tier3,1,rented,2.2,558
CUST001630,91,11,11,6,6,1,1,home,1.0,4,191.9090909090909,43,salaried,tier3,0,rented,15.0,642
CUST001631,77,1,1,5,5,0,0,auto,1.0,7,180.32530120481928,25,salaried,metro,0,rented,0.6,753
CUST001632,90,15,15,6,6,0,1,mortgage,1.0,999,201.55357142857142,28,self_employed,tier2,0,owned,0.9,664
CUST001633,64,2,2,4,4,1,0,mortgage,1.0,999,171.61971830985917,36,business_owner,tier2,0,rented,6.8,743
CUST001634,69,3,3,6,6,3,2,mortgage,1.0,5,169.85542168674698,34,salaried,tier2,1,rented,3.1,598
CUST001635,68,1,1,0,0,1,1,mortgage,1.0,14,172.95774647887325,37,salaried,tier2,0,rented,2.9,617
CUST001636,108,9,9,10,10,3,1,personal,1.0,999,172.2824427480916,43,self_employed,tier3,0,rented,0.8,737
CUST001637,101,12,12,12,12,4,2,home,1.0,999,184.81679389312978,21,business_owner,metro,0,owned,9.8,824
CUST001638,93,11,11,12,12,1,0,auto,1.0,1,190.44444444444446,42,salaried,metro,0,rented,7.0,645
CUST001639,91,3,3,1,1,1,1,personal,1.0,3,168.08247422680412,35,salaried,tier2,0,rented,3.5,683
CUST001640,122,4,4,5,5,1,2,mortgage,1.0,7,164.44776119402985,33,salaried,tier2,0,rented,3.4,778
CUST001641,82,3,3,7,7,1,1,home,1.0,1,166.0212765957447,23,salaried,tier2,0,rented,4.3,691
CUST001642,75,6,6,8,8,0,0,mortgage,1.0,999,174.35955056179776,39,business_owner,metro,0,rented,1.6,737
CUST001643,73,1,1,1,1,0,1,auto,1.0,18,145.56578947368422,21,self_employed,metro,2,rented,0.5,563
CUST001644,84,0,0,3,3,1,2,mortgage,1.0,1,178.77777777777777,40,salaried,tier3,1,owned,1.6,680
CUST001645,81,3,3,1,1,1,1,mortgage,1.0,5,169.09195402298852,23,self_employed,metro,0,rented,0.1,599
CUST001646,110,13,13,18,18,1,2,mortgage,1.0,999,201.04166666666666,35,self_employed,tier2,1,owned,8.6,528
CUST001647,82,4,4,6,6,1,1,auto,1.0,2,183.01063829787233,34,salaried,tier3,0,rented,3.0,600
CUST001648,75,1,1,0,0,2,0,mortgage,1.0,6,162.66666666666666,44,self_employed,metro,0,owned,0.3,720
CUST001649,82,3,3,3,3,1,0,personal,1.0,2,167.62921348314606,33,salaried,metro,0,owned,0.2,704
CUST001650,78,3,3,1,1,0,0,personal,1.0,2,172.91463414634146,29,salaried,metro,0,rented,1.6,724
CUST001651,102,8,8,12,12,0,0,home,1.0,999,177.50819672131146,30,salaried,tier2,0,rented,11.7,725
CUST001652,84,5,5,4,4,1,0,personal,1.0,999,175.2127659574468,45,salaried,metro,1,owned,9.3,660
CUST001653,71,4,4,3,3,1,0,auto,1.0,4,175.73417721518987,39,business_owner,tier2,2,rented,9.5,465
CUST001654,103,5,5,7,7,1,1,mortgage,1.0,1,192.8034188034188,31,salaried,metro,0,owned,1.0,552
CUST001655,112,14,14,16,16,1,2,home,1.0,999,210.70344827586206,33,salaried,metro,0,rented,0.8,779
CUST001656,111,10,10,18,18,3,0,mortgage,1.0,1,193.11267605633802,22,salaried,metro,1,owned,7.1,604
CUST001657,75,3,3,5,5,0,0,auto,1.0,9,181.3132530120482,38,salaried,metro,1,owned,3.5,648
CUST001658,96,7,7,7,7,1,0,auto,1.0,999,187.0,21,salaried,metro,1,owned,6.4,685
CUST001659,80,5,5,6,6,0,1,auto,1.0,2,183.7173913043478,41,self_employed,tier3,2,owned,7.0,505
CUST001660,89,7,7,5,5,0,0,home,1.0,2,174.01980198019803,36,salaried,metro,0,rented,0.3,709
CUST001661,95,3,3,4,4,1,0,home,1.0,2,172.29126213592232,54,salaried,tier2,0,owned,2.6,817
CUST001662,99,8,8,14,14,2,1,personal,1.0,2,193.0483870967742,26,self_employed,tier2,1,rented,1.4,678
CUST001663,84,10,10,6,6,0,1,mortgage,1.0,999,185.83168316831683,34,salaried,tier2,0,rented,0.5,630
CUST001664,82,3,3,6,6,0,0,personal,1.0,4,174.5054945054945,49,self_employed,tier2,1,owned,8.4,575
CUST001665,95,10,10,13,13,1,2,personal,1.0,2,202.35537190082644,44,salaried,metro,1,rented,0.7,630
CUST001666,100,14,14,10,10,0,1,personal,1.0,3,174.304,29,salaried,tier2,1,rented,0.5,703
CUST001667,72,3,3,1,1,0,0,personal,1.0,2,159.18421052631578,36,self_employed,metro,0,owned,0.6,679
CUST001668,88,7,7,6,6,2,2,personal,1.0,2,192.58095238095237,35,self_employed,tier3,0,rented,0.5,590
CUST001669,87,5,5,3,3,0,1,home,1.0,10,167.1875,37,self_employed,metro,1,owned,8.5,745
CUST001670,95,10,10,4,4,0,0,personal,1.0,1,169.5321100917431,29,salaried,tier2,0,rented,1.0,656
CUST001671,86,11,11,5,5,0,1,auto,1.0,1,172.16504854368932,34,salaried,tier2,0,owned,0.7,616
CUST001672,75,1,1,2,2,0,0,auto,1.0,23,170.30769230769232,22,self_employed,tier2,1,rented,0.1,692
CUST001673,90,8,8,6,6,2,0,mortgage,1.0,6,169.83962264150944,36,salaried,metro,0,owned,0.1,797
CUST001674,66,2,2,5,5,1,0,personal,1.0,999,171.74324324324326,38,self_employed,tier2,0,owned,3.5,616
CUST001675,81,4,4,3,3,1,0,home,1.0,7,171.1573033707865,33,salaried,tier2,0,rented,1.9,600
CUST001676,72,0,0,0,0,0,1,none,0.0,999,166.76712328767124,22,self_employed,tier2,0,rented,2.1,729
CUST001677,86,3,3,2,2,1,0,personal,1.0,2,178.6413043478261,42,salaried,metro,0,owned,4.5,625
CUST001678,82,6,6,13,13,2,0,personal,1.0,1,184.3106796116505,37,salaried,metro,0,owned,1.9,704
CUST001679,108,15,15,19,19,2,1,personal,1.0,999,198.93103448275863,29,salaried,metro,0,rented,0.8,470
CUST001680,88,2,2,4,4,3,0,personal,1.0,999,173.8556701030928,32,salaried,tier3,0,owned,6.3,683
CUST001681,102,12,12,13,13,1,3,auto,1.0,999,179.44274809160305,22,self_employed,tier2,0,rented,0.6,657
CUST001682,76,0,0,2,2,0,0,home,1.0,4,158.78205128205127,26,salaried,tier2,0,rented,0.5,568
CUST001683,72,3,3,6,6,1,1,mortgage,1.0,1,162.57831325301206,30,salaried,tier2,0,owned,2.5,570
CUST001684,99,8,8,6,6,0,2,home,1.0,1,177.68695652173912,44,business_owner,tier2,0,owned,8.4,654
CUST001685,72,2,2,0,0,1,0,mortgage,1.0,8,137.54666666666665,29,self_employed,tier2,0,rented,0.5,558
CUST001686,114,10,10,14,14,1,2,mortgage,1.0,999,187.3049645390071,40,salaried,tier2,0,owned,0.6,363
CUST001687,102,5,5,7,7,2,3,home,1.0,1,167.43697478991598,30,business_owner,tier2,0,rented,2.7,574
CUST001688,90,4,4,4,4,2,0,home,1.0,3,165.68,36,salaried,metro,0,rented,2.6,545
CUST001689,82,6,6,9,9,1,0,personal,1.0,1,172.69387755102042,33,self_employed,tier3,1,rented,3.5,657
CUST001690,90,4,4,3,3,0,0,mortgage,1.0,8,167.20618556701032,41,salaried,tier3,1,rented,6.1,573
CUST001691,95,9,9,7,7,2,3,auto,1.0,999,173.5948275862069,30,salaried,tier2,0,rented,0.8,629
CUST001692,94,4,4,8,8,0,1,personal,1.0,4,174.74766355140187,22,salaried,tier3,0,rented,1.5,544
CUST001693,95,5,5,7,7,3,2,auto,1.0,999,192.5,23,salaried,tier3,0,rented,3.2,750
CUST001694,95,11,11,8,8,2,0,mortgage,1.0,1,177.9051724137931,30,salaried,tier2,1,owned,1.7,713
CUST001695,78,6,6,4,4,2,4,mortgage,1.0,999,188.67021276595744,25,salaried,tier2,1,rented,3.4,627
CUST001696,87,10,10,6,6,0,0,auto,1.0,6,196.70873786407768,38,self_employed,tier2,1,owned,2.4,667
CUST001697,96,8,8,2,2,3,1,home,1.0,1,164.9909090909091,31,salaried,metro,0,rented,2.6,731
CUST001698,80,8,8,14,14,0,2,auto,1.0,999,200.95192307692307,53,salaried,metro,1,rented,0.3,685
CUST001699,90,5,5,5,5,1,0,personal,1.0,2,183.66336633663366,21,business_owner,tier2,1,rented,2.6,667
CUST001700,81,2,2,3,3,0,0,mortgage,1.0,11,173.6046511627907,36,self_employed,tier3,1,owned,1.0,490
CUST001701,75,10,10,6,6,4,1,home,1.0,4,193.16666666666666,25,business_owner,metro,0,rented,1.1,633
CUST001702,87,13,13,4,4,0,0,personal,1.0,2,206.4903846153846,31,salaried,tier3,2,owned,3.7,584
CUST001703,64,0,0,0,0,1,0,none,0.0,999,151.43076923076924,36,salaried,tier2,0,rented,0.7,774
CUST001704,78,0,0,3,3,1,0,home,1.0,2,162.35365853658536,21,salaried,tier2,1,rented,1.2,644
CUST001705,90,6,6,10,10,1,2,personal,1.0,2,166.5045871559633,36,salaried,metro,2,owned,0.8,594
CUST001706,85,4,4,1,1,0,1,mortgage,1.0,999,179.7912087912088,50,salaried,tier2,0,owned,4.7,732
CUST001707,94,10,10,12,12,1,1,home,1.0,999,205.6271186440678,31,business_owner,metro,0,rented,0.2,518
CUST001708,79,6,6,11,11,2,0,auto,1.0,1,195.74489795918367,37,self_employed,metro,0,rented,0.3,647
CUST001709,70,8,8,8,8,2,1,auto,1.0,999,177.56179775280899,43,self_employed,metro,3,rented,6.5,452
CUST001710,54,2,2,2,2,0,1,home,1.0,13,155.6949152542373,33,salaried,metro,1,rented,0.2,590
CUST001711,90,12,12,7,7,0,0,mortgage,1.0,1,208.30275229357798,30,self_employed,metro,1,rented,0.2,638
CUST001712,86,3,3,3,3,0,2,home,1.0,7,169.64893617021278,21,salaried,tier2,1,rented,1.1,786
CUST001713,82,8,8,5,5,1,0,mortgage,1.0,3,171.5625,40,business_owner,tier2,1,owned,0.5,641
CUST001714,103,14,14,7,7,1,0,auto,1.0,1,175.792,34,salaried,metro,0,owned,6.4,599
CUST001715,83,5,5,3,3,0,0,mortgage,1.0,7,187.35164835164835,26,salaried,tier3,0,rented,2.2,667
CUST001716,80,3,3,3,3,0,0,auto,1.0,999,154.6046511627907,36,salaried,tier2,0,owned,5.0,809
CUST001717,78,9,9,3,3,1,0,home,1.0,999,195.23076923076923,30,self_employed,tier3,1,rented,1.7,495
CUST001718,83,5,5,5,5,1,0,auto,1.0,8,163.53191489361703,30,business_owner,tier2,0,owned,4.0,749
CUST001719,66,6,6,8,8,1,0,home,1.0,3,176.2469135802469,39,business_owner,metro,0,owned,1.3,664
CUST001720,69,4,4,8,8,0,2,auto,1.0,2,183.15662650602408,24,self_employed,tier3,0,rented,2.8,594
CUST001721,70,6,6,5,5,0,1,home,1.0,1,177.73170731707316,43,business_owner,tier3,1,rented,3.9,652
CUST001722,89,4,4,9,9,2,2,mortgage,1.0,4,181.78301886792454,23,self_employed,tier2,0,rented,2.0,784
CUST001723,96,3,3,11,11,0,1,personal,1.0,999,179.981981981982,29,salaried,tier2,1,rented,3.5,744
CUST001724,102,14,14,6,6,1,2,auto,1.0,1,184.768,50,self_employed,tier2,3,rented,4.4,561
CUST001725,104,15,15,12,12,3,6,mortgage,1.0,999,203.2642857142857,44,salaried,tier2,1,owned,1.6,682
CUST001726,92,5,5,6,6,0,0,personal,1.0,1,183.05825242718447,35,salaried,tier3,0,rented,1.9,717
CUST001727,69,1,1,0,0,0,0,home,1.0,8,157.18571428571428,27,salaried,tier2,0,rented,1.4,728
CUST001728,99,10,10,8,8,1,2,mortgage,1.0,4,187.70833333333334,30,salaried,metro,0,owned,0.1,703
CUST001729,76,10,10,6,6,0,1,personal,1.0,999,186.67741935483872,35,business_owner,metro,0,rented,3.6,562
CUST001730,83,14,14,9,9,0,0,home,1.0,5,210.46226415094338,35,business_owner,metro,1,rented,3.6,863
CUST001731,69,1,1,2,2,0,0,auto,1.0,1,158.25,34,salaried,metro,0,rented,4.0,719
CUST001732,76,5,5,3,3,0,0,mortgage,1.0,999,186.5952380952381,34,self_employed,metro,0,owned,1.3,840
CUST001733,92,6,6,3,3,1,1,mortgage,1.0,3,170.96116504854368,33,salaried,tier3,0,owned,3.8,707
CUST001734,92,12,12,5,5,0,0,auto,1.0,1,178.69724770642202,23,salaried,metro,2,rented,0.7,678
CUST001735,80,9,9,8,8,3,2,mortgage,1.0,3,185.01960784313727,30,salaried,metro,2,rented,0.7,622
CUST001736,93,1,1,0,0,1,1,auto,1.0,17,161.77083333333334,42,salaried,metro,0,owned,15.0,767
CUST001737,79,3,3,2,2,0,0,home,1.0,3,167.5595238095238,24,salaried,tier2,0,rented,0.2,789
CUST001738,110,14,14,13,13,2,0,home,1.0,999,178.35971223021582,33,salaried,tier2,0,owned,7.2,773
CUST001739,71,7,7,3,3,2,0,auto,1.0,999,183.51807228915663,28,salaried,tier2,2,rented,2.9,858
CUST001740,93,5,5,1,1,0,0,home,1.0,6,172.6161616161616,35,salaried,tier3,0,rented,1.1,691
